causa_de_muerte,sexo,periodo,muertes,poblacion,tasa_mortalidad,causa_muerte_cat
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2009,2254,4441642,50.74699851991674,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2010,2178,4528679,48.093494813829814,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2011,2217,4612933,48.06052895197047,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2012,2439,4675622,52.164182647784614,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2013,2117,4758563,44.48822049849923,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2014,2272,4839814,46.94395280479787,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2015,2671,4897557,54.5373948685028,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2016,2683,4960687,54.085250692091634,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2017,3227,5022684,64.24851732659272,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2018,3361,5091496,66.01203261281164,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2019,3311,5173068,64.00457136847999,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2020,3378,5236250,64.51181666268799,XIII. Huesos
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo,Mujeres,2021,3294,5313145,61.99717869548074,XIII. Huesos
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1980,2505,1703406,147.05830553608476,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1981,2550,1731649,147.25848021163642,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1982,2424,1763122,137.4833959306276,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1983,2453,1786792,137.28514566888592,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1984,2653,1816834,146.02324703302557,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1985,2869,1854679,154.6898412070229,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1986,2898,1906263,152.0251927462265,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1987,2856,1973492,144.7180936127433,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1988,3108,2039771,152.37004546098555,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1989,3120,2102863,148.36915196092184,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1990,3143,2165697,145.12648814677215,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1991,3112,2229548,139.5798610301281,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1992,3106,2294607,135.36087007491915,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1993,3036,2361074,128.58555047406392,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1994,2974,2430501,122.36160363645192,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1995,3068,2501907,122.6264605359032,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1996,3050,2573444,118.51821916466804,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1997,3298,2643616,124.75336811397723,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1998,3412,2715352,125.65590022950984,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,1999,3447,2776465,124.1506736083473,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2000,3500,2836940,123.3723659999859,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2001,3555,2903761,122.42743118321376,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2002,3729,2960774,125.94679634446938,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2003,3914,3001136,130.41728198922007,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2004,3758,3015259,124.63274299156392,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2005,4226,3049867,138.5634193228754,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2006,4089,3112155,131.38805747143059,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2007,4484,3154365,142.15222398168888,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2008,4633,3214073,144.14731712689786,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2009,4717,3285475,143.57132530303838,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2010,4584,3364111,136.26185342873646,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2011,4774,3439265,138.80872802764546,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2012,5006,3498769,143.07889431968786,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2013,4982,3574425,139.37906096784798,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2014,4815,3647967,131.99132557942548,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2015,5071,3702295,136.96909619573805,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2016,5103,3759232,135.74581191051792,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2017,5520,3817681,144.59039401144307,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2018,5885,3881154,151.63015948349383,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2019,5961,3952736,150.80693474089844,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2020,6486,4007280,161.85542312990358,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Hombres,2021,6633,4073128,162.84781622379654,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1980,1842,2475332,74.4142603901214,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1981,1925,2528137,76.143025476863,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1982,1965,2584400,76.03312180776969,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1983,2152,2629964,81.82621511168975,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1984,2312,2681698,86.21403304920987,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1985,2796,2739126,102.07635574267121,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1986,2710,2801065,96.74891514477528,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1987,2867,2878551,99.59872171797547,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1988,3032,2958475,102.48523310151344,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1989,3135,3032296,103.38700443492326,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1990,3167,3109970,101.83377974707152,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1991,3071,3186139,96.38625307935405,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1992,3220,3262630,98.69338539766999,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1993,3241,3343367,96.93820630520072,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1994,3239,3427229,94.50783708938037,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1995,3126,3513749,88.96480653569735,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1996,3371,3597952,93.69218933437689,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1997,3449,3680634,93.70668205531982,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1998,3750,3767437,99.53716545226901,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,1999,3695,3840517,96.21100492459739,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2000,3865,3912891,98.77607119646318,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2001,4167,3994792,104.3108126781069,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2002,4089,4065821,100.57009396134261,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2003,4609,4118108,111.92032846151679,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2004,4291,4139000,103.67238463396956,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2005,4820,4180461,115.29828887292574,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2006,4813,4250166,113.24263569940562,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2007,5160,4297068,120.08187908592556,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2008,5413,4363318,124.05696765626527,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2009,5642,4441642,127.02509567407729,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2010,5458,4528679,120.520796461838,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2011,5798,4612933,125.69009781845955,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2012,6389,4675622,136.64492125325785,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2013,6275,4758563,131.86754068402584,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2014,6317,4839814,130.52154483622718,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2015,6658,4897557,135.9453294775334,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2016,6672,4960687,134.49750004384472,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2017,7244,5022684,144.2256769488186,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2018,7684,5091496,150.91831555990618,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2019,7737,5173068,149.5630832612291,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2020,8862,5236250,169.2432561470518,XIV. Genitourinarias
077-080  XIV.Enfermedades del sistema genitourinario,Mujeres,2021,9370,5313145,176.35505900930616,XIV. Genitourinarias
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1980,18,1703406,1.056706387085639,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1981,23,1731649,1.328213743085348,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1982,11,1763122,0.6238932983650592,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1983,15,1786792,0.8394933489740273,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1984,5,1816834,0.2752040087316728,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1985,24,1854679,1.2940244646108572,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1986,22,1906263,1.1540904901369853,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1987,49,1973492,2.482908468846086,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1988,57,2039771,2.794431335674446,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1989,33,2102863,1.5692891072789812,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1990,18,2165697,0.831141198422494,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1991,39,2229548,1.7492334769199858,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1992,30,2294607,1.3074134263514405,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1993,36,2361074,1.5247298475185445,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1994,35,2430501,1.4400323225540743,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1995,24,2501907,0.9592682701635192,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1996,53,2573444,2.0594969231893137,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1997,42,2643616,1.5887330081222082,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1998,49,2715352,1.8045542530029257,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,1999,63,2776465,2.2690723635990366,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2000,54,2836940,1.9034593611426396,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2001,41,2903761,1.4119619348837593,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2002,36,2960774,1.2158982752482967,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2003,45,3001136,1.499432215001253,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2004,50,3015259,1.6582323442198499,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2005,40,3049867,1.3115326012576942,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2006,35,3112155,1.1246226489361872,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2007,42,3154365,1.331488271014927,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2008,36,3214073,1.1200741240164738,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2009,32,3285475,0.9739839749199127,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2010,71,3364111,2.110513000314199,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2011,52,3439265,1.51195095463711,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2012,66,3498769,1.8863777517178186,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2013,66,3574425,1.846450827755513,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2014,78,3647967,2.138177236800662,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2015,75,3702295,2.0257705018103636,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2016,88,3759232,2.3409036739419116,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2017,87,3817681,2.278870340397744,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2018,93,3881154,2.3961945338937856,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2019,90,3952736,2.276903896440339,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2020,103,4007280,2.5703220139346388,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombres,2021,106,4073128,2.602422511642158,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1980,25,2475332,1.0099655318963274,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1981,23,2528137,0.9097608238794022,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1982,13,2584400,0.5030181086519115,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1983,25,2629964,0.9505833539926781,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1984,11,2681698,0.4101878735040262,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1985,32,2739126,1.1682558597158363,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1986,27,2801065,0.963919080778204,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1987,38,2878551,1.3201086240959425,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1988,50,2958475,1.6900599126239024,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1989,40,3032296,1.3191324329814769,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1990,38,3109970,1.2218767383608202,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1991,56,3186139,1.7576132114763356,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1992,45,3262630,1.3792553859922823,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1993,55,3343367,1.6450482402918971,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1994,31,3427229,0.9045208242577312,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1995,39,3513749,1.1099256093705043,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1996,43,3597952,1.1951243374008325,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1997,63,3680634,1.7116616322079292,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1998,60,3767437,1.5925946472363044,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,1999,60,3840517,1.5622896604806074,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2000,80,3912891,2.0445241127340372,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2001,54,3994792,1.3517599915089447,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2002,63,4065821,1.5495025481938334,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2003,55,4118108,1.3355647787770502,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2004,60,4139000,1.449625513409036,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2005,52,4180461,1.2438819546456719,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2006,48,4250166,1.1293676529340266,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2007,44,4297068,1.023954007709443,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2008,69,4363318,1.581365373782062,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2009,66,4441642,1.4859369575485823,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2010,83,4528679,1.8327640356050847,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2011,63,4612933,1.3657254505972665,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2012,78,4675622,1.6682272433485856,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2013,69,4758563,1.4500175788363,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2014,93,4839814,1.9215614484358283,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2015,106,4897557,2.1643443863950944,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2016,111,4960687,2.2375933010891433,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2017,113,5022684,2.2497931384893017,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2018,91,5091496,1.7872939505402732,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2019,107,5173068,2.068405054795336,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2020,117,5236250,2.2344234900931013,XVII. Congénitas
"083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujeres,2021,130,5313145,2.4467617578665743,XVII. Congénitas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1980,5273,1703406,309.55626550569855,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1981,5374,1731649,310.34002849307217,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1982,5358,1763122,303.8927538763625,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1983,5558,1786792,311.0602689065095,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1984,5275,1816834,290.3402292119148,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1985,5506,1854679,296.8707792561408,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1986,5039,1906263,264.33918090001225,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1987,3943,1973492,199.7981243400024,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1988,3911,2039771,191.73720971618874,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1989,3509,2102863,166.867741740665,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1990,3672,2165697,169.5528044781888,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1991,3327,2229548,149.22307122340493,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1992,2864,2294607,124.81440176901754,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1993,2683,2361074,113.63472724700708,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1994,2516,2430501,103.51775210131572,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1995,2514,2501907,100.48335129962864,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1996,2864,2573444,111.29055071724895,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1997,2559,2643616,96.79923256630312,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1998,2546,2715352,93.76316588051937,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,1999,2981,2776465,107.36674152204333,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2000,3030,2836940,106.80521970855924,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2001,3105,2903761,106.93028799546519,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2002,3130,2960774,105.71560004242134,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2003,3280,3001136,109.29194811564687,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2004,3253,3015259,107.88459631494342,XVIII. Otros síntomas
"086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",Hombres,2005,3366,3049867,110.36546839583497,XVIII. Otros síntomas
